ship_type,route_type,distance_nm,speed_knots,draft_m,cargo_weight_tonnes,weather_impact_index,fuel_consumption_tonnes,co2_emissions_tonnes
Bulk Carrier,Indian Ocean,8463.02,14.31,10.83,65107.16,0.8,305546.12,951470.6
Oil Tanker,Indian Ocean,10913.54,12.35,14.54,157469.64,0.4,453112.4,1410992.01
General Cargo,Asia-Europe,4218.77,10.77,8.32,29460.58,0.0,50129.18,156102.25
Ro-Ro Cargo,Intra-Asia,8200.43,18.99,8.38,30157.12,0.0,277093.15,862868.07
Bulk Carrier,Trans-Pacific,5753.87,11.38,12.04,89292.67,0.0,130978.84,407868.12
Ro-Ro Cargo,Indian Ocean,8902.48,17.35,8.99,37178.85,0.0,288558.74,898571.93
Bulk Carrier,Trans-Pacific,8435.06,11.05,13.13,115932.03,0.0,215339.53,670567.31
Container Ship,North Atlantic,3959.81,12.01,13.94,138616.77,0.8,152986.63,476400.37
General Cargo,Indian Ocean,730.3,13.9,5.97,10875.9,0.4,8331.08,25943.0
Container Ship,Asia-Europe,7671.24,18.25,14.02,141044.0,0.0,557968.25,1737513.12
General Cargo,Asia-Europe,8650.56,13.13,8.16,27825.62,0.0,147094.08,458050.95
Bulk Carrier,Asia-Europe,4482.7,12.29,10.35,56800.75,0.0,87886.97,273680.02
Oil Tanker,North Atlantic,11337.45,12.12,15.84,203659.51,0.6,566963.25,1765523.55
Oil Tanker,Asia-Europe,4996.99,13.27,14.36,151514.18,0.2,220860.05,687758.21
Bulk Carrier,North Atlantic,8254.49,13.77,11.4,75814.33,0.2,261167.66,813276.1
Ro-Ro Cargo,North Atlantic,763.28,15.94,9.38,42199.52,0.0,22717.49,70742.27
Bulk Carrier,Intra-Asia,11226.4,13.44,13.13,115903.0,0.2,449084.13,1398447.98
Container Ship,Intra-Asia,7471.91,17.84,14.33,150730.86,0.4,608203.83,1893946.74
Ro-Ro Cargo,Intra-Asia,2183.3,16.39,8.56,32082.11,0.0,57276.58,178359.27
Bulk Carrier,Indian Ocean,1419.6,11.4,11.23,72586.33,0.4,31581.98,98346.3
General Cargo,Intra-Asia,3694.16,13.5,8.41,30474.78,0.6,83334.67,259504.15
Oil Tanker,North Atlantic,2248.29,13.6,14.65,160874.29,0.0,102550.85,319343.34
Bulk Carrier,Asia-Europe,11940.96,10.35,11.0,68140.84,0.0,187559.5,584060.29
Oil Tanker,Indian Ocean,9501.0,11.3,10.96,67498.27,0.0,167613.29,521947.78
Container Ship,Indian Ocean,9860.66,23.96,12.55,101130.66,0.2,1049617.97,3268510.35
General Cargo,Indian Ocean,5399.96,12.11,7.66,22973.5,0.0,68740.85,214059.0
General Cargo,Intra-Asia,6038.8,12.1,6.86,16501.67,0.0,61593.45,191801.99
General Cargo,Intra-Asia,6035.46,11.66,5.44,8264.75,0.0,36067.87,112315.35
Bulk Carrier,Trans-Pacific,7617.9,11.14,12.04,89373.58,0.0,166074.13,517154.83
Bulk Carrier,Asia-Europe,1243.09,11.19,11.81,84412.69,0.0,26345.8,82040.83
Oil Tanker,Intra-Asia,6242.34,13.58,11.95,87297.04,0.0,188970.0,588452.58
Bulk Carrier,North Atlantic,3300.0,15.19,8.91,36211.18,0.2,77638.93,241767.64
Container Ship,Asia-Europe,5012.53,22.31,13.05,113689.76,0.8,585313.96,1822667.67
Container Ship,Intra-Asia,11342.56,19.9,10.07,52257.94,0.4,566894.4,1765309.15
Container Ship,North Atlantic,10870.26,12.46,14.01,140904.59,0.0,368311.16,1146920.96
Bulk Carrier,Intra-Asia,3110.09,12.7,10.61,61089.5,0.6,80721.85,251367.85
Oil Tanker,Asia-Europe,5597.64,14.95,10.18,53984.24,0.0,149032.05,464085.79
Oil Tanker,Indian Ocean,1711.73,14.21,14.89,169079.39,0.0,88083.28,274291.32
General Cargo,North Atlantic,11903.27,11.85,6.97,17302.29,0.8,148918.14,463731.1
Oil Tanker,Trans-Pacific,1631.55,11.7,11.13,70520.68,0.2,33666.03,104836.01
Ro-Ro Cargo,Trans-Pacific,3120.19,18.69,9.56,44764.83,0.8,164853.89,513355.0
Oil Tanker,Trans-Pacific,9408.29,13.46,10.38,57248.37,0.2,223727.57,696687.65
Bulk Carrier,Intra-Asia,5954.87,10.75,10.24,54932.69,0.0,87442.4,272295.64
General Cargo,Trans-Pacific,7589.75,12.08,8.38,30087.13,0.0,115173.4,358649.96
Container Ship,Indian Ocean,4779.92,14.7,14.35,151370.04,0.0,236258.21,735708.05
Bulk Carrier,North Atlantic,3267.97,15.66,11.74,82842.2,0.0,133857.45,416832.08
Container Ship,Asia-Europe,9883.39,15.43,13.19,117497.3,0.6,536824.31,1671670.89
Ro-Ro Cargo,Indian Ocean,9182.98,15.51,9.61,45405.65,0.0,271997.97,847001.67
Oil Tanker,Intra-Asia,3597.31,14.01,12.44,98572.45,0.2,133188.96,414750.42
Bulk Carrier,North Atlantic,1556.52,14.11,8.76,34362.6,0.8,35713.24,111211.02
Ro-Ro Cargo,North Atlantic,7289.0,17.25,9.17,39449.65,0.2,257738.01,802596.16
General Cargo,Trans-Pacific,10587.09,12.31,5.85,10250.17,0.0,81321.23,253234.32
Bulk Carrier,North Atlantic,8854.31,11.48,7.86,24895.84,0.8,108455.0,337728.88
Bulk Carrier,North Atlantic,9037.0,11.87,11.94,87125.79,0.4,246197.59,766659.3
Oil Tanker,Trans-Pacific,6695.0,12.5,15.07,175079.89,0.2,289339.02,901001.72
Bulk Carrier,Intra-Asia,626.86,15.0,12.69,104636.54,0.4,30820.17,95974.01
Container Ship,North Atlantic,10182.66,21.08,13.33,121405.46,0.0,893593.4,2782649.86
General Cargo,North Atlantic,7898.7,11.54,5.99,10993.14,0.4,62598.28,194931.05
Bulk Carrier,Indian Ocean,8499.61,12.48,10.64,61586.47,0.0,181365.17,564771.13
Ro-Ro Cargo,North Atlantic,7264.33,14.56,9.32,41414.31,0.0,178205.52,554932.0
General Cargo,Trans-Pacific,6947.59,12.25,7.54,21919.61,0.2,92938.52,289410.54
Bulk Carrier,North Atlantic,4204.24,10.14,11.69,81805.98,0.2,75872.85,236268.05
General Cargo,North Atlantic,2913.18,13.93,7.97,25902.21,0.4,59533.72,185388.0
General Cargo,Indian Ocean,5491.22,11.31,6.09,11538.86,0.0,38556.59,120065.21
Container Ship,Intra-Asia,11981.0,20.83,12.97,111787.04,0.6,1146850.43,3571292.22
Container Ship,Indian Ocean,9534.99,19.63,12.09,90549.77,0.0,597281.96,1859936.03
Oil Tanker,Trans-Pacific,2833.77,14.8,15.37,185917.17,0.2,178695.72,556458.46
Bulk Carrier,Asia-Europe,7236.82,14.2,9.2,39868.23,0.2,158723.05,494263.58
Oil Tanker,North Atlantic,3481.91,14.76,12.25,94134.92,0.0,130903.65,407633.96
General Cargo,Intra-Asia,9730.4,10.74,8.2,28206.41,0.0,111834.76,348253.45
Ro-Ro Cargo,Asia-Europe,8871.3,14.48,7.34,20271.36,0.0,133789.38,416620.12
Container Ship,Asia-Europe,3090.07,12.69,9.27,40843.5,0.0,47537.64,148032.2
Ro-Ro Cargo,Indian Ocean,1293.02,19.74,8.98,37022.57,0.0,54119.61,168528.45
Oil Tanker,Trans-Pacific,11710.6,14.15,12.04,89327.37,0.0,390502.73,1216025.51
Container Ship,Indian Ocean,6107.07,12.78,13.75,133205.27,0.0,209790.04,653286.2
Bulk Carrier,Trans-Pacific,6622.84,10.84,12.94,111018.0,0.0,157894.91,491684.76
Oil Tanker,Indian Ocean,11273.46,13.24,16.56,232386.04,0.0,622756.21,1939262.83
Container Ship,Intra-Asia,2167.1,23.75,12.47,99337.74,0.4,236726.1,737165.07
Container Ship,Asia-Europe,7498.06,23.66,12.32,95671.9,0.0,707774.47,2204009.7
Container Ship,Asia-Europe,3386.12,14.7,10.43,58149.62,0.6,104484.54,325364.87
Container Ship,Asia-Europe,5145.75,14.73,14.55,157662.02,0.2,278285.9,866582.28
Container Ship,Intra-Asia,10239.57,14.71,13.04,113548.02,0.0,418883.28,1304402.53
Bulk Carrier,North Atlantic,1621.97,11.3,11.97,87762.04,0.6,42401.98,132039.78
General Cargo,North Atlantic,9550.16,11.16,7.98,25982.81,0.0,112157.62,349258.82
Bulk Carrier,Intra-Asia,6218.44,14.76,13.21,117893.93,0.0,286492.44,892137.46
Ro-Ro Cargo,Intra-Asia,9172.24,18.55,8.68,33435.13,0.0,316774.11,986434.57
Ro-Ro Cargo,Trans-Pacific,5689.25,15.43,9.5,43858.51,0.8,202065.92,629233.28
Container Ship,Asia-Europe,5835.21,12.78,9.45,43260.09,0.6,111721.37,347900.34
Bulk Carrier,Trans-Pacific,8052.97,10.63,11.19,71790.0,0.4,154839.45,482170.05
Oil Tanker,Indian Ocean,2843.31,14.86,15.57,193327.26,0.2,185442.31,577467.35
Ro-Ro Cargo,Trans-Pacific,4092.01,15.66,9.23,40239.42,0.2,120766.07,376065.54
Bulk Carrier,Intra-Asia,2409.39,13.35,10.94,66969.88,0.2,65957.13,205390.51
Oil Tanker,Intra-Asia,6331.09,11.68,16.22,218614.76,0.2,276746.89,861789.8
Ro-Ro Cargo,North Atlantic,9683.82,15.88,9.38,42252.08,0.8,355170.95,1106002.33
Container Ship,Intra-Asia,11621.96,18.06,13.86,136432.42,0.0,809760.58,2521594.44
General Cargo,North Atlantic,11966.4,11.29,7.92,25404.45,0.8,175678.99,547064.38
Oil Tanker,Trans-Pacific,837.69,11.37,15.06,174867.09,0.4,31629.29,98493.6
General Cargo,North Atlantic,3909.63,11.35,8.49,31362.98,0.6,63474.93,197660.92
Ro-Ro Cargo,Intra-Asia,9948.82,16.83,7.98,26059.2,0.0,239433.58,745596.16
Bulk Carrier,Indian Ocean,6542.5,15.28,12.61,102648.49,0.0,294350.14,916606.35
Bulk Carrier,Trans-Pacific,2132.68,11.44,8.7,33661.2,0.0,25576.38,79644.85
Bulk Carrier,Indian Ocean,7138.37,12.61,11.74,82922.63,0.4,212620.12,662099.07
Oil Tanker,Trans-Pacific,857.83,12.02,15.94,207497.36,0.4,40529.76,126209.67
Bulk Carrier,Indian Ocean,8339.2,10.02,10.19,54232.28,0.0,105515.44,328575.09
Ro-Ro Cargo,Trans-Pacific,1386.4,14.44,9.77,47735.76,0.0,36765.26,114487.01
Container Ship,Intra-Asia,1287.81,16.32,10.88,65863.58,0.4,50515.72,157305.95
Ro-Ro Cargo,Intra-Asia,9309.74,19.23,9.65,46025.75,0.4,478720.27,1490734.91
Bulk Carrier,Trans-Pacific,502.17,15.25,11.91,86473.78,0.0,20063.76,62478.54
Ro-Ro Cargo,North Atlantic,5246.75,14.77,8.2,28211.58,0.4,114928.71,357887.99
Ro-Ro Cargo,Asia-Europe,812.51,16.53,6.87,16576.0,0.8,17303.71,53883.76
Oil Tanker,Intra-Asia,8542.13,14.3,16.6,234337.48,0.4,620255.27,1931474.91
Container Ship,Intra-Asia,3737.49,21.95,11.44,76570.13,0.6,308832.91,961705.68
General Cargo,Indian Ocean,1030.42,11.05,5.73,9640.18,0.2,6494.43,20223.67
Container Ship,Asia-Europe,3103.04,12.89,13.95,138944.18,0.4,124846.38,388771.63
Ro-Ro Cargo,Asia-Europe,10588.51,19.26,7.07,18063.72,0.0,261576.85,814550.31
General Cargo,Trans-Pacific,5435.6,11.14,8.19,28115.65,0.0,67028.08,208725.44
General Cargo,Asia-Europe,10060.8,10.25,7.37,20514.7,0.2,90295.38,281179.82
General Cargo,Asia-Europe,8195.8,13.64,5.85,10252.57,0.4,86579.44,269608.37
General Cargo,Asia-Europe,10972.78,10.33,7.84,24666.81,0.0,106580.33,331891.15
Oil Tanker,Indian Ocean,7481.53,12.77,16.2,217644.84,0.2,390286.79,1215353.05
Container Ship,Indian Ocean,6392.18,14.85,13.44,124316.05,0.0,282911.82,880987.41
General Cargo,Asia-Europe,3623.04,11.05,8.49,31298.39,0.0,47211.8,147017.55
Container Ship,Intra-Asia,10752.02,16.88,11.22,72275.07,0.0,428541.9,1334479.49
Ro-Ro Cargo,Asia-Europe,3246.85,19.44,8.84,35330.29,0.0,127811.46,398004.9
General Cargo,Indian Ocean,5902.05,12.49,7.23,19351.31,0.0,71305.55,222045.49
Container Ship,North Atlantic,588.14,12.07,12.58,101988.72,0.0,15062.21,46903.71
Ro-Ro Cargo,Trans-Pacific,9729.74,16.03,7.24,19456.82,0.2,185460.78,577524.88
Oil Tanker,Asia-Europe,9891.85,12.11,9.3,41232.66,0.0,144362.03,449543.35
General Cargo,North Atlantic,10553.56,12.03,6.83,16285.36,0.0,105427.16,328300.18
Oil Tanker,North Atlantic,2399.85,14.72,13.49,125724.18,0.0,108753.57,338658.62
Ro-Ro Cargo,Asia-Europe,3468.99,18.03,9.52,44232.27,0.2,144502.85,449981.87
General Cargo,Intra-Asia,8796.02,13.82,7.9,25242.3,0.6,183179.55,570421.11
Container Ship,Indian Ocean,1816.61,20.24,13.0,112455.45,0.0,139703.47,435036.62
Bulk Carrier,Indian Ocean,6820.21,13.58,8.63,32859.34,0.6,133809.08,416681.48
Bulk Carrier,Trans-Pacific,5245.77,14.5,10.23,54823.79,0.2,148300.49,461807.73
Bulk Carrier,Asia-Europe,6274.77,13.59,12.87,109251.75,0.0,232894.47,725233.39
Container Ship,Intra-Asia,7835.59,14.06,10.46,58518.59,0.4,210782.73,656377.42
Oil Tanker,North Atlantic,634.63,11.57,14.08,143065.23,0.0,19367.15,60309.32
Oil Tanker,Asia-Europe,1003.0,13.31,13.75,133088.1,0.0,38604.57,120214.62
Container Ship,Trans-Pacific,10224.45,19.83,13.55,127500.82,0.2,869763.61,2708443.89
Ro-Ro Cargo,Indian Ocean,4022.61,15.65,9.02,37534.93,0.4,119654.83,372605.14
Ro-Ro Cargo,North Atlantic,10361.97,18.93,9.33,41548.17,0.6,508502.97,1583478.26
Bulk Carrier,Trans-Pacific,5019.2,10.16,10.52,59525.02,0.2,73668.26,229402.95
Ro-Ro Cargo,Indian Ocean,10736.12,14.86,8.35,29776.94,0.0,220108.93,685419.2
Oil Tanker,North Atlantic,7824.38,13.58,9.0,37293.13,0.0,134332.07,418310.05
Oil Tanker,Indian Ocean,7466.46,13.71,12.36,96733.24,0.0,246478.01,767532.53
Ro-Ro Cargo,North Atlantic,2424.64,14.63,8.72,33910.03,0.8,65206.91,203054.3
Oil Tanker,North Atlantic,948.45,12.54,16.56,232515.62,0.0,46988.74,146322.93
Bulk Carrier,Trans-Pacific,2191.21,11.88,10.66,61961.69,0.0,42564.05,132544.46
General Cargo,Indian Ocean,4810.24,11.48,8.18,28051.53,0.0,62901.06,195873.92
Bulk Carrier,Indian Ocean,3816.66,15.9,12.64,103363.91,0.8,231775.67,721749.44
Container Ship,Asia-Europe,6726.19,16.08,11.9,86261.43,0.0,273766.66,852509.38
General Cargo,Trans-Pacific,10086.97,13.05,7.43,21000.92,0.0,140442.24,437337.14
Bulk Carrier,Indian Ocean,1162.95,11.17,9.85,48896.15,0.0,17049.3,53091.54
General Cargo,Intra-Asia,4493.69,12.23,8.48,31194.02,0.2,75866.71,236248.95
Oil Tanker,North Atlantic,2884.05,14.27,10.73,63308.47,0.4,87062.34,271112.13
Ro-Ro Cargo,Intra-Asia,9614.0,15.95,7.94,25615.66,0.0,205647.46,640386.19
Ro-Ro Cargo,North Atlantic,10929.84,18.27,9.46,43281.85,0.0,434674.21,1353575.5
General Cargo,North Atlantic,5772.36,11.41,7.59,22378.89,0.0,64164.21,199807.34
Ro-Ro Cargo,Asia-Europe,5867.99,18.08,7.04,17847.71,0.0,126741.31,394672.43
Oil Tanker,Trans-Pacific,6059.19,14.92,13.58,128236.53,0.6,337576.65,1051213.69
Ro-Ro Cargo,North Atlantic,9260.68,15.22,7.89,25145.07,0.0,178030.78,554387.86
Container Ship,Indian Ocean,10786.2,20.71,11.77,83472.17,0.0,711937.73,2216974.09
Oil Tanker,Asia-Europe,9775.78,13.37,14.54,157240.33,0.0,424105.0,1320662.97
Ro-Ro Cargo,North Atlantic,3932.0,17.84,6.8,16101.37,0.0,77172.39,240314.84
Oil Tanker,Trans-Pacific,3038.57,14.89,9.09,38404.33,0.4,71560.33,222838.88
General Cargo,Intra-Asia,6563.1,13.49,5.55,8733.19,0.2,57670.53,179586.03
Ro-Ro Cargo,North Atlantic,2923.11,15.67,9.34,41741.99,0.8,103598.58,322605.96
Oil Tanker,North Atlantic,1532.84,14.98,11.29,73735.41,0.0,50410.82,156979.28
Container Ship,Intra-Asia,1293.84,19.59,11.65,81013.89,0.0,74951.91,233400.24
Ro-Ro Cargo,Asia-Europe,10228.1,18.6,8.98,37073.3,0.2,403123.84,1255327.64
Bulk Carrier,North Atlantic,5181.72,12.45,8.5,31454.34,0.0,70302.15,218920.88
Oil Tanker,North Atlantic,8524.2,13.31,14.73,163474.68,0.0,376262.38,1171681.06
Oil Tanker,Indian Ocean,1798.71,13.73,16.08,212740.4,0.4,112771.27,351169.73
Ro-Ro Cargo,Trans-Pacific,8168.83,18.26,7.39,20646.29,0.0,198234.55,617302.39
Oil Tanker,Intra-Asia,5158.68,14.72,15.73,199124.41,0.6,374775.5,1167050.89
General Cargo,North Atlantic,3021.65,12.2,8.2,28213.54,0.0,44753.61,139362.76
General Cargo,Trans-Pacific,2660.19,13.04,7.06,17986.91,0.4,37359.71,116338.13
Bulk Carrier,Trans-Pacific,7826.54,13.33,12.62,102857.47,0.2,284397.36,885613.38
Ro-Ro Cargo,Indian Ocean,3834.66,15.82,7.71,23508.91,0.2,80719.75,251361.31
General Cargo,Trans-Pacific,5116.62,12.88,8.37,30003.0,0.0,88095.02,274327.91
Bulk Carrier,Asia-Europe,3622.79,14.33,12.63,103082.7,0.0,143784.55,447745.08
Container Ship,Trans-Pacific,3675.95,12.56,12.56,101335.5,0.4,113799.19,354370.69
Container Ship,Asia-Europe,1451.23,23.29,11.64,80844.49,0.6,139892.83,435626.28
Container Ship,Trans-Pacific,10465.3,18.78,10.28,55591.59,0.2,459223.07,1430020.65
Oil Tanker,Intra-Asia,4839.16,14.64,13.37,122234.02,0.8,264051.69,822256.98
Container Ship,Trans-Pacific,4957.96,17.93,13.37,122442.31,0.2,335554.52,1044916.77
General Cargo,Asia-Europe,11609.55,12.67,7.89,25113.11,0.4,192189.95,598479.5
Ro-Ro Cargo,Indian Ocean,1711.7,15.79,9.09,38481.3,0.4,52671.4,164018.73
General Cargo,Asia-Europe,11503.2,11.44,5.63,9156.46,0.2,75045.84,233692.75
Oil Tanker,Indian Ocean,4740.13,11.84,13.54,127201.52,0.0,140000.07,435960.23
Container Ship,Asia-Europe,5281.67,18.62,10.68,62322.76,0.4,259925.83,809409.03
Container Ship,Intra-Asia,7948.7,20.77,14.13,144371.58,0.4,851366.86,2651156.4
General Cargo,Indian Ocean,7993.86,10.55,6.65,15087.24,0.4,65328.98,203434.45
Ro-Ro Cargo,Intra-Asia,5883.77,18.09,7.01,17670.36,0.2,133940.85,417091.81
Ro-Ro Cargo,Intra-Asia,9968.06,18.0,6.98,17376.22,0.4,234689.6,730823.43
Ro-Ro Cargo,Trans-Pacific,3281.72,18.13,7.21,19195.74,0.6,88225.0,274732.66
Container Ship,Asia-Europe,6167.94,16.96,10.24,54924.21,0.0,206665.91,643557.63
Ro-Ro Cargo,Indian Ocean,5837.09,14.06,8.81,35044.21,0.8,148159.82,461369.68
Bulk Carrier,Indian Ocean,9400.9,11.87,12.03,89044.06,0.4,260102.71,809959.84
Bulk Carrier,Asia-Europe,1378.43,13.45,12.76,106284.44,0.0,49201.52,153213.54
Bulk Carrier,Trans-Pacific,4319.14,12.61,9.32,41446.96,0.0,72343.37,225277.24
Ro-Ro Cargo,Intra-Asia,7033.06,17.42,8.94,36539.52,0.2,240995.19,750459.01
Ro-Ro Cargo,Asia-Europe,10833.45,14.14,9.44,43105.95,0.4,288467.45,898287.63
General Cargo,Trans-Pacific,1255.49,11.21,7.0,17552.13,0.0,11452.22,35662.22
Bulk Carrier,Trans-Pacific,5948.81,14.48,11.12,70471.4,0.0,187192.59,582917.73
Container Ship,Indian Ocean,7986.01,18.37,11.03,68699.05,0.2,386080.22,1202253.8
Container Ship,Asia-Europe,7626.95,20.71,10.81,64597.75,0.6,500662.39,1559062.69
Bulk Carrier,Indian Ocean,11789.01,11.66,10.2,54254.12,0.2,213948.73,666236.33
Ro-Ro Cargo,Indian Ocean,11395.05,18.86,8.94,36570.21,0.0,431788.59,1344589.67
Container Ship,Intra-Asia,1215.34,20.49,14.21,146816.94,0.0,114460.3,356429.38
Ro-Ro Cargo,North Atlantic,2044.16,16.69,8.91,36189.5,0.8,74666.16,232510.41
Bulk Carrier,Trans-Pacific,8315.63,13.0,9.73,47221.76,0.0,161492.18,502886.64
Bulk Carrier,Indian Ocean,6950.06,12.75,9.31,41309.56,0.6,140087.26,436231.74
General Cargo,North Atlantic,11783.71,13.37,5.64,9199.5,0.4,111366.36,346794.85
Ro-Ro Cargo,North Atlantic,7820.19,14.65,8.98,37091.64,0.0,180593.22,562367.29
Bulk Carrier,Trans-Pacific,5778.08,11.31,11.31,74163.81,0.6,135450.14,421791.74
Bulk Carrier,Asia-Europe,8919.41,14.98,7.91,25362.24,0.0,151811.95,472742.4
Oil Tanker,Trans-Pacific,11621.11,14.81,13.07,114202.83,0.0,500267.95,1557834.39
Ro-Ro Cargo,Trans-Pacific,8165.91,17.84,7.76,23914.89,0.0,208694.71,649875.31
General Cargo,Indian Ocean,603.94,10.05,7.31,19973.5,0.0,4823.28,15019.7
Bulk Carrier,North Atlantic,9792.91,10.28,12.55,101256.3,0.0,197501.13,615018.52
General Cargo,Indian Ocean,10788.39,11.61,6.48,13899.38,0.0,90340.01,281318.79
Container Ship,Asia-Europe,11480.74,23.88,10.45,58456.84,0.0,794713.63,2474738.26
General Cargo,North Atlantic,1543.3,12.54,7.26,19557.18,0.0,18933.11,58957.71
Container Ship,Intra-Asia,7653.45,15.31,12.22,93323.84,0.8,368644.59,1147959.26
Ro-Ro Cargo,Trans-Pacific,10243.62,16.49,8.76,34362.92,0.6,336088.2,1046578.65
General Cargo,Intra-Asia,10157.89,10.11,8.49,31384.93,0.4,124316.08,387120.28
Bulk Carrier,Indian Ocean,8314.82,10.89,13.13,115806.73,0.0,205915.83,641221.89
General Cargo,North Atlantic,5416.27,12.25,7.9,25259.84,0.0,75221.68,234240.32
Oil Tanker,Intra-Asia,10893.21,12.72,10.65,61913.38,0.4,257553.1,802020.34
General Cargo,Intra-Asia,10722.21,13.29,8.01,26314.6,0.2,190894.52,594445.54
General Cargo,Asia-Europe,7328.73,11.18,6.51,14127.42,0.0,57546.58,179200.06
Oil Tanker,North Atlantic,6329.59,14.76,9.67,46353.58,0.0,148396.01,462105.18
General Cargo,Trans-Pacific,4554.93,13.1,7.92,25441.98,0.4,81314.7,253213.97
Container Ship,Intra-Asia,3835.34,12.54,12.31,95595.24,0.6,119991.54,373653.66
Container Ship,Trans-Pacific,6508.87,17.0,9.21,40001.4,0.0,177270.19,552019.36
General Cargo,Indian Ocean,516.95,10.92,6.68,15294.62,0.4,4572.13,14237.62
Ro-Ro Cargo,Trans-Pacific,9031.81,17.98,7.68,23177.39,0.4,257014.49,800343.12
Bulk Carrier,Asia-Europe,3407.36,14.91,12.9,110019.92,0.0,152854.88,475990.1
Oil Tanker,Intra-Asia,3035.62,12.62,16.73,239905.14,0.4,174361.64,542962.16
Container Ship,Trans-Pacific,9169.04,16.97,11.87,85682.76,0.0,413726.71,1288344.98
Container Ship,Indian Ocean,6041.48,19.54,11.22,72261.61,0.0,322523.85,1004339.26
Container Ship,North Atlantic,9478.42,18.72,10.28,55592.96,0.4,436724.23,1359959.25
Ro-Ro Cargo,North Atlantic,2328.79,16.69,9.73,47117.44,0.0,81860.12,254912.42
Container Ship,Trans-Pacific,10280.42,13.5,10.22,54643.66,0.0,217459.95,677170.28
Oil Tanker,Intra-Asia,2954.02,11.57,9.42,42794.22,0.2,42741.04,133095.6
Oil Tanker,Asia-Europe,8217.14,14.06,10.35,56725.87,0.0,199883.34,622436.72
Container Ship,Trans-Pacific,9541.37,13.96,11.87,85662.13,0.4,325946.95,1014998.81
Container Ship,Trans-Pacific,631.31,22.07,9.44,43023.21,0.4,34069.25,106091.64
General Cargo,Asia-Europe,6262.51,12.24,5.87,10340.34,0.4,53552.47,166762.39
Container Ship,Intra-Asia,4051.6,17.16,12.7,104888.15,0.0,213702.87,665470.74
Oil Tanker,Indian Ocean,10612.42,11.91,16.5,230113.16,0.4,527503.94,1642647.27
Ro-Ro Cargo,North Atlantic,8236.08,19.23,7.9,25281.46,0.4,284089.87,884655.84
Bulk Carrier,Indian Ocean,639.8,15.44,12.66,103951.72,0.2,31407.85,97804.04
Container Ship,Asia-Europe,4027.93,15.45,12.74,105863.04,0.0,173421.23,540033.72
Container Ship,Asia-Europe,7463.3,22.54,12.14,91664.83,0.0,620950.53,1933639.96
Bulk Carrier,Indian Ocean,4323.25,14.11,10.86,65545.62,0.0,123052.3,383184.88
Container Ship,North Atlantic,7771.24,20.06,13.17,117008.13,0.0,602712.05,1876845.33
General Cargo,Asia-Europe,3677.67,11.11,5.88,10432.95,0.0,23293.36,72535.53
Bulk Carrier,Indian Ocean,1685.9,15.86,10.95,67211.19,0.2,65345.22,203485.01
Container Ship,Indian Ocean,5361.38,20.45,13.59,128546.2,0.0,460409.68,1433715.75
Oil Tanker,Trans-Pacific,9011.86,13.07,14.56,157940.4,0.2,397294.07,1237173.74
Bulk Carrier,North Atlantic,1369.21,10.46,11.7,81949.17,0.8,30820.56,95975.23
Container Ship,Intra-Asia,7671.96,19.19,9.99,51048.04,0.2,332041.81,1033978.21
Bulk Carrier,Asia-Europe,6982.09,12.24,12.14,91564.06,0.0,186795.5,581681.17
Oil Tanker,Trans-Pacific,10460.1,13.39,12.0,88388.02,0.6,366088.17,1139998.57
Container Ship,North Atlantic,8970.16,23.34,10.46,58579.43,0.6,700659.21,2181852.79
Ro-Ro Cargo,Indian Ocean,5193.74,18.08,9.09,38436.47,0.0,186995.33,582303.44
Container Ship,Trans-Pacific,3035.56,23.28,12.71,105038.81,0.4,330428.74,1028955.1
Container Ship,Intra-Asia,4261.01,20.91,12.49,99764.85,0.6,381206.97,1187078.49
Container Ship,Trans-Pacific,5495.64,15.1,12.16,92082.52,0.4,230752.69,718563.89
Oil Tanker,Indian Ocean,7833.41,13.45,14.45,154606.43,0.0,340449.46,1060159.62
General Cargo,Asia-Europe,10590.91,10.8,5.84,10193.4,0.4,69848.87,217509.37
Container Ship,Trans-Pacific,10978.44,12.93,9.35,41897.58,0.0,178301.47,555230.77
Oil Tanker,Trans-Pacific,7340.24,13.39,11.45,76791.63,0.0,198157.13,617061.31
Bulk Carrier,North Atlantic,11226.17,14.94,12.55,101288.67,0.2,507212.67,1579460.27
Bulk Carrier,Trans-Pacific,11858.09,11.52,11.27,73306.66,0.0,242321.54,754589.26
Container Ship,Indian Ocean,6690.82,19.01,14.32,150491.99,0.0,551464.96,1717261.9
Container Ship,Intra-Asia,9554.95,20.0,14.23,147441.53,0.0,859355.9,2676034.26
Bulk Carrier,Indian Ocean,5417.42,14.23,9.78,47844.83,0.0,127143.28,395924.18
Oil Tanker,North Atlantic,9984.55,11.26,16.42,226746.37,0.0,392126.48,1221081.86
Bulk Carrier,Indian Ocean,6280.26,11.81,7.99,26103.68,0.0,67717.99,210873.81
Ro-Ro Cargo,Asia-Europe,5211.22,18.59,7.23,19372.58,0.2,133105.95,414491.92
General Cargo,North Atlantic,2634.94,10.28,6.14,11851.1,0.2,16491.14,51353.41
General Cargo,Indian Ocean,9767.21,11.78,8.16,27835.71,0.0,133864.86,416855.16
Ro-Ro Cargo,Trans-Pacific,3431.15,17.32,8.39,30185.81,0.4,108075.61,336547.46
Ro-Ro Cargo,Intra-Asia,2984.69,18.97,9.5,43924.35,0.4,144795.45,450893.04
